ano,uf,centil,quantidade_de_contribuintes,rendimentos_tributaveis_limite_superior_da_rtb_do_centil_r_milhoes,rtb_soma_centil,rendimentos_tributaveis_rtb_acumulada_do_centil_r_milhoes,rendimentos_tributaveis_media_da_rtb_do_centil_r,rendimentos_sujeitos_a_tribut_exclusiva_r_milhoes,rendimentos_isentos_lucros_e_dividendos_r_milhoes,rendimentos_isentos_rendim_socio_titular_me_epp_opt_simples_r_milhoes,rendimentos_isentos_outros_rendimentos_isentos_r_milhoes,despesas_dedutiveis_previdencia_r_milhoes,despesas_dedutiveis_dependentes_r_milhoes,despesas_dedutiveis_instrucao_r_milhoes,despesas_dedutiveis_medicas_r_milhoes,despesas_dedutiveis_pensao_alimenticia_r_milhoes,despesas_dedutiveis_livro_caixa_r_milhoes,imposto_devido_r_milhoes,bens_imoveis,bens_e_direitos_moveis_r_milhoes,bens_e_direitos_financeiros_r_milhoes,bens_e_direitos_outros_bens_e_direitos_r_milhoes,dividas_onus,cluster
2006,PA,19.0,3.039,"8.400,00",2452.0,148.2,"8.068,98",0.36,4.53,0.23,6.47,0.14,0.57,0.08,0.11,0.01,0.01,,284.0,8.1,19.05,0.87,236.0,0
2006,PE,45.0,5.563,"15.890,00",8792.0,"1.773,02","15.805,29",0.73,1.23,0.08,6.9,0.75,1.23,0.25,0.6,0.13,0.01,0.0,7224.0,12.55,29.16,20.12,2235.0,0
2006,MG,40.0,21.09,"14.250,00",29728.0,"4.806,34","14.095,83",4.16,27.47,1.06,56.26,1.49,2.65,0.47,1.04,0.13,0.07,0.06,45364.0,116.32,378.81,14.35,3767.0,2
2006,SP,10.0,73.985,6.78,1.0,0.01,0.14,59.96,274.06,18.29,492.23,0.0,0.0,0.0,0.0,0.0,,0.02,2277.4,281.17,"1.962,55",85.12,71412.0,3
2006,AC,32.0,250.0,"12.852,76",315.0,36.17,"12.615,31",0.02,0.06,0,0.31,0.03,0.05,0.0,0.01,0.0,0.0,0.0,219.0,0.36,1.74,0.35,9.0,0
2006,SP,14.0,73.986,"4.050,00",29649.0,794,"4.007,35",93.63,988.51,66.29,435.33,2.83,5.94,0.51,1.63,0.45,0.0,0.01,2362.37,592.26,"2.490,63",84.23,33398.0,3
2006,AM,47.0,2.246,"18.000,00",4043.0,959.83,"18.000,00",0,1.34,,1.75,0.05,0.31,0.03,0.07,,0.03,0.0,1597.0,5.09,30.25,2.59,339.0,0
2006,ES,14.0,3.385,"4.050,00",1355.0,30.64,"4.003,82",0.84,27.52,0.61,15.63,0.12,0.29,0.03,0.06,0.04,,,6183.0,16.07,84.66,3.38,888.0,0
2006,RS,48.0,18.034,"16.050,00",28782.0,"6.335,24","15.960,07",3.13,27.28,1.13,48.57,2.2,3.48,0.45,0.93,0.35,0.04,0.02,4999.0,128.41,255.51,9.39,4827.0,0
2006,SE,27.0,1.381,"10.753,60",1436.0,113.71,"10.397,06",0.57,1.84,0.02,4.19,0.09,0.2,0.05,0.1,0.01,0.0,,1775.0,3.85,11.09,0.58,154.0,0
2006,PI,20.0,1.174,1,0.0,0,0.21,0.06,0.01,,4.38,0.0,0.0,0.0,0.0,,,,741.0,1.54,2.65,0.04,95.0,0
2020,MT,16.0,5.716,"16.544,58",9033.0,540.03,"15.802,59",12.47,37.07,26.6,115.6,1.68,1.62,0.3,1.65,0.12,0.04,0.0,56504.0,114.86,371.6,44.22,15833.0,2
2020,MS,25.0,4.453,"24.450,00",1072.0,"1.274,41","24.073,78",8.8,29.85,26.56,46.76,1.83,1.22,0.23,1.7,0.19,0.01,0.0,49528.0,93.87,289.47,77.33,8826.0,2
2020,AL,16.0,2.471,"15.000,00",3501.0,189.21,"14.169,27",3.83,8.04,3.26,30.59,0.91,0.7,0.24,1.24,0.11,,,7841.0,17.64,99.56,0.95,1723.0,0
2020,GO,29.0,10.017,"25.266,67",25093.0,"3.551,73","25.050,83",22.03,185.72,135.73,110.62,4.87,3.25,0.86,3.87,0.41,0.07,0.01,1412.76,249.29,"1.395,93",97.38,2109.0,0
2020,AP,34.0,813.0,"39.517,98",3177.0,598.63,"39.077,94",2.36,0.08,0.57,3.67,1.19,0.96,0.67,1.63,0.21,0.01,0.38,529.0,1.92,4.18,0.01,202.0,0
2020,PA,25.0,6.375,"25.748,82",16128.0,"2.094,37","25.299,50",11.98,40.15,25.14,36.12,2.84,2.32,0.7,3.17,0.24,0.08,0.01,31382.0,72.13,269.07,19.33,241.0,2
2020,AP,9.0,813.0,"12.897,44",1001.0,21.97,"12.317,14",0.68,6.7,1.37,1.94,0.16,0.08,0.02,0.1,0.0,0.0,,1174.0,2.47,34.82,1.74,138.0,0
2020,PI,18.0,2.524,"18.361,80",453.0,355.71,"17.946,07",3.3,11.5,3.24,27.99,1.21,0.35,0.07,1.81,0.04,0.01,,4861.0,15.36,96.69,1.79,531.0,0
2020,PR,40.0,20.783,"32.599,81",67199.0,"14.876,71","32.333,55",76.32,87.42,48.41,183.13,16.45,16.25,4.37,21.54,2.42,0.28,3.78,1500.24,350.59,"1.176,36","2.066,82",30766.0,1
2020,GO,30.0,10.016,"26.062,25",25719.0,"3.808,92","25.677,71",20.2,76.81,29.22,102.1,3.69,3.14,0.86,4.19,0.32,0.14,0.01,901.0,156,540.91,47.2,15183.0,0
2020,RJ,35.0,30.746,"31.183,45",94848.0,"16.256,33","30.848,86",126.9,85.05,54.08,256.87,24.88,22.52,10.16,48.31,5.07,0.47,3.15,1408.11,231.54,"1.541,73",39.13,19116.0,1
2020,PB,29.0,3.314,"27.054,00",8836.0,"1.251,39","26.663,73",6.05,10.12,5.01,24.5,1.13,1.05,0.36,1.88,0.17,0.03,0.0,12708.0,37.34,103.96,3.5,1824.0,0
2020,PA,7.0,6.375,"4.200,00",2149.0,22.89,"3.370,72",12.36,23.3,12.25,52.69,0.36,1.07,0.12,0.65,0.04,,0.0,24927.0,43.83,198.31,30.36,2894.0,0
2020,DF,31.0,7.616,"35.503,45",26729.0,"3.916,17","35.095,64",32.57,37.07,10.89,50.73,10.32,8.49,3.36,14.19,2.4,0.18,2.19,38481.0,69.52,262.08,16.28,477.0,2
2020,DF,18.0,7.616,"22.000,00",1636.0,"1.031,46","21.481,66",19.2,53.06,40.12,80.69,3.3,2.08,0.68,4.34,0.35,0.06,0.0,61298.0,93.31,503.83,24.38,5565.0,2
2020,MA,33.0,4.22,"28.835,94",12081.0,"2.088,25","28.628,54",4.05,10.41,7.79,10.34,1.15,1.32,0.54,1.52,0.07,0.01,0.02,10318.0,28.73,100.04,16.05,2694.0,0
2020,MS,27.0,4.453,"25.968,24",11371.0,"1.498,73","25.535,47",11.05,51.92,13.69,66.32,1.41,1.24,0.31,1.65,0.18,0.08,0.01,56499.0,83.28,434.43,84.16,17468.0,2
2020,AC,29.0,788.0,"32.205,59",2512.0,398.34,"31.872,76",1.76,0.91,0.46,4.49,0.6,0.57,0.16,0.58,0.14,,0.13,1509.0,3.44,3.93,1.51,187.0,0
2020,BRASIL,30.0,316.348,"27.950,38",8740.07,"126.422,67","27.628,02","1.200,51","1.759,18","1.140,23","3.575,19",79.39,82.39,23.63,144.79,14.67,2.49,0.66,26539.02,"5.262,82","33.056,89","2.134,82",4085.63,0
2020,AP,21.0,813.0,"28.500,00",2305.0,240.48,"28.353,80",0.92,2.48,1.68,1.14,0.19,0.14,0.04,0.16,0.03,0.02,0.0,555.0,3.13,24.03,0.01,264.0,0
2020,AP,40.0,813.0,"46.926,57",3757.0,808.26,"46.211,68",3.57,0.35,1.11,3.37,1.79,1.23,1.0,2.36,0.35,0.03,0.76,1147.0,3.14,11.43,0.78,235.0,0
2020,MT,31.0,5.716,"28.158,00",15991.0,"2.522,84","27.975,11",13.3,27.58,24.58,87.82,0.87,1.25,0.23,1.01,0.08,0.06,0.01,59142.0,123.45,401.18,53.93,15448.0,2
2020,BRASIL,50.0,316.348,"39.538,55",12389.39,"336.780,53","39.163,81","1.640,68","1.350,50",658.98,"2.647,97",381.85,307.45,138.17,572.94,73.12,10.47,165.22,21762.52,"5.535,11","20.229,56","1.009,90",3649.78,0
2020,BRASIL,45.0,316.349,"36.104,00",11344.42,"277.022,36","35.860,45","1.519,57","2.632,10","1.401,77","2.703,97",328.75,269.52,114.45,487.3,57.7,9.37,111.71,24724.51,"5.030,92","25.953,31","1.110,36",4745.89,0
2020,RN,42.0,3.303,"37.839,44",12379.0,"2.759,97","37.477,98",10.02,21.29,4.82,19.01,3.91,3.15,1.88,6.31,0.85,0.03,1.39,11927.0,36.86,103.52,4.65,2225.0,0
2020,RO,38.0,2.171,"31.345,05",6739.0,"1.436,39","31.042,87",4.61,6.46,3.87,21.14,1.55,1.71,0.41,2.05,0.15,0.03,0.26,14786.0,34.51,59.2,8,3667.0,0
2020,ES,29.0,5.839,"26.144,02",15048.0,"2.200,92","25.772,01",18.45,30.38,22.66,67.57,1.83,1.66,0.43,3.23,0.2,0.06,0.01,32196.0,88,343.82,11.35,4856.0,2
2020,PA,6.0,6.374,"1.543,00",14.0,1.4,219.18,19.21,67.26,25.43,148.55,0.05,0.1,0.01,0.06,0.0,0.0,,48902.0,84.53,587.1,52.51,9039.0,2
2020,MA,27.0,4.221,"25.756,90",10662.0,"1.385,03","25.260,04",6.6,32.16,24.41,18.82,1.77,1.24,0.46,1.78,0.06,0.0,0.01,16253.0,40.68,214.11,9.8,3459.0,0
2020,PI,8.0,2.525,"6.407,46",1211.0,15.08,"4.795,73",2.44,10.94,4.05,25.34,0.31,0.43,0.07,0.37,0.02,0.01,,6624.0,17.72,60.35,11.72,514.0,0
2020,PB,23.0,3.314,"22.134,00",7241.0,763.03,"21.851,16",3.28,11.18,6.08,17.01,0.74,0.68,0.25,1.11,0.09,0.01,,7655.0,27.18,67.08,2.06,1217.0,0
2020,ES,23.0,5.839,"22.000,00",12729.0,"1.357,46","21.799,94",53.36,22.54,15.94,52.31,1.13,1.16,0.26,1.86,0.09,0.08,0.0,23935.0,61.81,265.65,6.95,3443.0,0
2020,AP,45.0,813.0,"54.000,00",4331.0,"1.012,81","53.272,68",4.02,0.8,0.07,2.46,2.11,1.49,1.3,2.96,0.42,0.05,1.27,1352.0,2.68,95.23,0,9397.0,0
2020,PA,8.0,6.375,"7.951,80",3899.0,61.88,"6.116,20",6.98,18.69,10.88,75.1,0.87,1.94,0.25,1.27,0.06,0.01,0.0,22231.0,46.55,"1.116,75",13.66,92845.0,3
2020,TO,46.0,1.688,"36.797,64",615.0,"1.581,46","36.434,88",5.86,2.1,1.04,6.56,1.89,2.01,0.55,1.84,0.23,0.07,0.65,9055.0,19.69,54.03,11.48,2045.0,0
2020,RN,10.0,3.303,"8.618,94",2297.0,38.03,"6.955,15",4.29,20.68,9.39,64.47,0.79,0.97,0.16,1.06,0.07,0.01,,14283.0,34.78,168.9,10.88,3286.0,0
2020,AC,18.0,788.0,"24.847,44",1913.0,148.22,"24.275,12",1.28,4.9,2.93,4.3,0.29,0.15,0.02,0.18,0.0,0.0,0.0,5357.0,8.85,57.73,3.21,1403.0,0
2020,RO,45.0,2.171,"35.968,19",7754.0,"1.947,87","35.713,97",5.68,1.35,1.51,15.8,2.2,1.85,0.48,2.75,0.37,0.04,0.77,11196.0,29.38,38.55,3.87,2052.0,0
2020,MA,15.0,4.22,"15.000,00",6079.0,320.65,"14.404,55",3.84,12.54,9.57,31.31,1.12,0.92,0.22,0.89,0.07,0.02,,10336.0,25.02,665.93,16.3,3794.0,0
2020,PI,13.0,2.525,"12.540,00",3166.0,160.29,"12.540,00",2.76,7.19,11.76,0.94,0.41,0.14,0.04,0.05,0.01,,,2622.0,11.36,51.1,0.3,96.0,0
2020,RJ,9.0,30.746,"3.325,31",5619.0,56.19,"1.827,42",256.24,372.59,122.02,930.21,2.27,3.86,0.34,2.88,0.25,0.02,0.1,3421.62,380.13,"5.319,32",266.69,5514.0,0
2020,RN,49.0,3.303,"43.916,30",14355.0,"3.704,58","43.460,50",14.04,7.94,3.17,24.41,4.59,3.07,1.89,7.12,0.81,0.09,2.64,11909.0,34.41,82.97,6.84,2539.0,0
2020,PE,12.0,8.286,"11.225,00",8378.0,208.8,"10.111,39",16.72,48.93,19.5,129.33,2.07,2.27,0.59,4.12,0.18,0.01,,29461.0,76.02,380.98,10.89,4641.0,0
2020,AC,27.0,788.0,"30.917,60",2409.0,348.61,"30.571,94",12.55,1.78,0.04,2.75,0.51,0.56,0.15,0.41,0.13,0.01,0.08,165.0,4.78,18.55,1.64,106.0,0
2020,PB,7.0,3.314,"3.000,00",35.0,3.5,"1.055,47",6.84,17.78,6.28,98.9,0.18,0.2,0.01,0.13,0.02,,,20733.0,44.7,207.34,5.8,3766.0,0
2020,PB,43.0,3.314,"34.987,74",1148.0,"2.679,06","34.641,29",10.32,10.32,1.86,20.42,3.27,3.24,1.59,5.57,0.58,0.1,0.92,9241.0,31.44,85.01,1.51,1967.0,0
2020,AC,21.0,787.0,"27.660,41",2146.0,210.48,"27.263,55",1.71,1.22,2.75,2.32,0.2,0.3,0.03,0.12,0.02,0.02,0.0,1936.0,5.62,27.02,3.69,449.0,0
2020,MG,30.0,29.971,"27.631,27",81906.0,"12.098,29","27.328,51",96.37,214.77,97.52,336.91,7.55,8.23,2.05,12.46,1.3,0.38,0.14,2576.72,527.03,"2.641,21",115.61,35746.0,1
2020,RR,45.0,667.0,"43.468,58",2867.0,714.7,"42.977,02",2.14,0.75,0.19,2.82,0.73,0.73,0.21,0.64,0.24,0.01,0.53,1336.0,3.83,7.53,0.45,151.0,0
2020,RR,17.0,666.0,"21.600,00",1397.0,95.79,"20.975,04",0.69,0.21,0.75,4.35,0.19,0.19,0.02,0.08,0.06,,,164.0,4.63,9.71,4.48,175.0,0
2020,MG,26.0,29.972,"24.976,00",7369.0,"8.952,75","24.586,42",97,378.7,168.08,389.8,14.4,8.86,2.12,16.56,1.82,0.43,0.02,2910.83,577.07,"2.637,06",132.22,40402.0,3
2020,CE,45.0,7.04,"36.335,45",25363.0,"5.970,43","36.027,14",23.31,59.33,19.82,39.12,8.2,6.45,3.91,12.12,0.97,0.24,2.44,29182.0,82.06,389.54,27.02,6374.0,2
2020,PE,24.0,8.286,"22.700,00",18466.0,"1.893,51","22.285,61",12.16,33.1,18.43,47.65,2.71,2.38,0.78,4.33,0.32,0.05,0.0,21651.0,69.23,330.31,14.5,4273.0,0
2020,BA,28.0,12.245,"24.600,00",29607.0,"3.528,34","24.178,84",36.74,171.41,88.34,101.99,6.86,3.83,1.37,7.33,0.55,0.07,0.01,78456.0,152.98,"1.007,23",86.84,16838.0,2
2020,GO,41.0,10.016,"30.913,33",30697.0,"6.960,64","30.647,81",28.33,27.78,21.34,71.43,8.52,8.54,2.85,9.06,1.07,0.36,0.93,92918.0,142.26,"1.247,43",30.99,11405.0,2
2020,AP,19.0,813.0,"27.489,00",2186.0,194.75,"26.883,28",1.81,2.92,0.5,2.73,0.25,0.25,0.07,0.28,0.02,0.03,0.0,623.0,1.71,17.38,0.01,33.0,0
2020,AM,49.0,3.51,"39.837,44",13837.0,"3.577,79","39.421,56",11.57,5.42,1.43,15.18,4.96,4.46,2.52,4.68,0.77,0.01,1.84,6156.0,13.53,60.42,0.49,905.0,0
2020,PI,37.0,2.524,"32.147,52",8018.0,"1.606,10","31.768,83",5.42,10.76,2.37,11.92,2.38,2.18,0.93,3.15,0.28,0.02,0.36,5214.0,23.33,44.47,2.62,959.0,0
2020,RJ,41.0,30.746,"35.510,64",1079.71,"22.395,69","35.117,11",134.59,103.95,55.92,269.87,30.98,24.9,13.21,66.43,6.2,1.17,9.2,1627.93,243.8,"1.861,92",67.51,23272.0,0
2020,GO,15.0,10.017,"12.725,40",12575.0,728.08,"12.554,06",10.47,134.65,126.54,49.49,2.78,1.62,0.29,1.12,0.17,,,89093.0,169.63,741.18,48.28,1144.0,2
2020,PR,18.0,20.783,"18.078,55",36774.0,"2.720,20","17.694,39",61.76,195.52,156.72,311.71,5.16,4.31,1.2,6.62,0.61,0.16,0.0,2199.85,460.97,"2.041,61",161.57,38434.0,1
2020,RR,35.0,667.0,"36.000,00",2391.0,452.46,"35.845,40",1.63,6.07,1.14,3.29,0.67,0.78,0.16,0.38,0.11,0.02,0.25,2246.0,4.54,22.75,0.42,24.0,0
2020,BA,12.0,12.246,"8.231,88",8287.0,148.8,"6.767,43",23.87,167.04,32.64,194.74,2.26,3.42,0.66,3.29,0.24,0.01,0.0,63167.0,123.31,"1.233,50",42.3,14708.0,2
2020,CE,47.0,7.04,"37.796,28",26357.0,"6.492,34","37.439,40",43.22,58.6,24.5,35.34,9.11,6.97,4.47,14.17,1.08,0.19,2.89,27499.0,91.3,790.22,18.74,5304.0,2
2020,PR,37.0,20.783,"31.040,35",63967.0,"12.893,68","30.778,58",71.38,81.6,54.72,168.1,14.06,15.25,3.75,18.65,2.08,0.33,2.18,1571.24,360.73,"1.108,88",55.54,26951.0,1
2020,RR,32.0,667.0,"34.404,24",2276.0,381.92,"34.128,14",1.89,0.14,0.04,2.57,0.51,0.69,0.12,0.3,0.13,,0.19,91.0,2.7,5.19,0.01,116.0,0
